id,date,text,reposts,comments,like
4183890000000000.0,2017-12-11,"//<a href='/n/我向翔宇'>@我向翔宇</a>：《敢问路在何方》什么时候上映？<span class=""url-icon""><img alt=""[微笑]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em; height:1em;""/></span>",27,105,2179.0
4183890000000000.0,2017-12-11,"注意近期报道，谢谢！//<a href='/n/我向翔宇'>@我向翔宇</a>：《敢问路在何方》什么时候上映？<span class=""url-icon""><img alt=""[微笑]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em; height:1em;""/></span>",20,69,1669.0
4183860000000000.0,2017-12-11,"今天上午、下午“大师伴我行”讲座分别走进沈阳陵西小学和沈阳实验学校小学部，通过视频同步传送与四千多师生共话“西游文化”…?span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> ",31,103,1732.0
4183850000000000.0,2017-12-11,"<span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span>??",97,250,2337.0
4183810000000000.0,2017-12-11,"试营1个月的“行者禅文化店?a href='/n/行走的禅文化'>@行走的禅文化</a> 双十二零点正式开业了，感谢大家一直以来的关注与支持，开业成交前200位将赠送一套我的签名书《六小龄童品西游》十年黄金纪念版。此前很多朋友询问怎么进店，现在在图片下方添加了链接，可以点击进店<span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>??????<a href='/n/行走的禅文化'>@行走的禅文化</a>  ...<a href=""/status/4183811606320568"">全文</a>",95,243,3823.0
4183750000000000.0,2017-12-11,"<span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>??????",51,109,1717.0
4183530000000000.0,2017-12-10,"搜狐首页娱乐<span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span>?? ",39,233,3779.0
4183510000000000.0,2017-12-10,"网易辽宁＿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span>??  <a data-url=""http://t.cn/RTLPPCw"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked85680c3b?url=https%3A%2F%2Fc.m.163.com%2Fnews%2Fp%2F0422%2F1613.html%3Fspss%3Dnewsapp&share_menu=1&sinainternalbrowser=topnav&mid=4183507955397530&luicode=10000011&lfid=1076031211441627&u=https%3A%2F%2Fc.m.163.com%2Fnews%2Fp%2F0422%2F1613.html%3Fspss%3Dnewsapp"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">“美猴王”六小龄童穿着时尚来沈阳耍金箍棒</span></a> <a href='/n/网易辽宁各有态度'>@网易辽宁各有态度</a> <a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> <a href='/n/北方图书埿>@北方图书埿/a> ",49,130,2391.0
4183450000000000.0,2017-12-10,"<span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>",75,291,3639.0
4183320000000000.0,2017-12-10,"寒冬飞沈阿span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> <a href='/n/北方图书埿>@北方图书埿/a> ",67,316,4268.0
4183170000000000.0,2017-12-09,"这张照片中间穿长裙的女士是已定居美国旧金山的“杏仙”（王苓华），右一是在《传艺玉华洲》中饰演刁钻古怪的沙杰，右三戴红色围巾的是《西游记》副导演荀皓老师（有的网友认为是“昴日星官”，遗憾的是饰演昴日星官的徐冠春老师2001年就去世了），左二是我的妻子于虹（《扫塔辨奇冤》中的外国使节，?...<a href=""/status/4183165494700995"">全文</a>",79,245,3496.0
4183120000000000.0,2017-12-09,"<span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>",47,247,2958.0
4182980000000000.0,2017-12-09,"国粹戏曲猴戏艺术永放光彩，为 <a href='/n/福建京剧陿>@福建京剧陿/a> 点赞，为张四全先生等同道喝彩＿span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>??????  <a data-url=""http://t.cn/RYkW2Uu"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked143360c9?url=http%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMzI5MDQxMjAyOA%3D%3D%26mid%3D2247484104%26idx%3D1%26sn%3De40ffafc5055786230de0157f4e5fd77&share_menu=1&sinainternalbrowser=topnav&mid=4182976612567577&luicode=10000011&lfid=1076031211441627&u=http%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMzI5MDQxMjAyOA%3D%3D%26mid%3D2247484104%26idx%3D1%26sn%3De40ffafc5055786230de0157f4e5fd77"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">“京剧电影工程”《大闹天宫?日在福州凤凰剧院首演</span></a> ",37,162,2580.0
4182780000000000.0,2017-12-08,"<span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>//<a href='/n/六小龄童工作宿>@六小龄童工作宿/a>＿a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a>",42,100,1564.0
4182680000000000.0,2017-12-08,"今天的《中国纪检监察报》发表了杨海龙先生对我的采访 <span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span> <a data-url=""http://t.cn/RYkRYLz"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked0e13704b?url=http%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMzA3MTM5NjcxOQ%3D%3D%26mid%3D2651898147%26idx%3D6%26sn%3D28c3a67b9f1152a88336ba4119f70b3f&share_menu=1&sinainternalbrowser=topnav&mid=4182682051060724&luicode=10000011&lfid=1076031211441627&u=http%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMzA3MTM5NjcxOQ%3D%3D%26mid%3D2651898147%26idx%3D6%26sn%3D28c3a67b9f1152a88336ba4119f70b3f"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">专访著名表演艺术家六小龄竿| 孙悟空：闻名世界的艺术形豿/span></a> ",30,119,1801.0
4182670000000000.0,2017-12-08,"<span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span>??",32,89,1675.0
4182420000000000.0,2017-12-07,"<a href='/n/今日头条'>@今日头条</a> ：本周日下午沈阳 <a href='/n/北方图书埿>@北方图书埿/a> 地王店不见不散！<span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span>?? <a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> <a data-url=""http://t.cn/RYgYkAj"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked5f6a1b2e?tt_from=weixin&utm_campaign=client_share&from=singlemessage&app=news_article&utm_source=weixin&isappinstalled=0&iid=18735471358&utm_medium=toutiao_android&wxshare_count=3&pbid=6496753093434557965&luicode=10000011&lfid=1076031211441627&u=https%3A%2F%2Fwww.toutiao.com%2Fi6496727540390953485%2F%3Ftt_from%3Dweixin%26utm_campaign%3Dclient_share%26from%3Dsinglemessage%26app%3Dnews_article%26utm_source%3Dweixin%26isappinstalled%3D0%26iid%3D18735471358%26utm_medium%3Dtoutiao_android%26wxshare_count%3D3%26pbid%3D6496753093434557965"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">网页链接</span></a> ",50,56,474.0
4182330000000000.0,2017-12-07,"<span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>",38,173,2409.0
4182050000000000.0,2017-12-06,"今天皿<a href='/n/沈阳日报'>@沈阳日报</a> 的寻人启亿span class=""url-icon""><img alt=""[嘻嘻]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span>",26,123,2490.0
4182030000000000.0,2017-12-06,"12朿0日寻找七年前的你<span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span> <a href='/n/北方图书埿>@北方图书埿/a> <a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> <a href='/n/沈阳日报'>@沈阳日报</a>  <a data-url=""http://t.cn/RY3Rhad"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked6bf45148?url=http%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMjM5OTI3NDczMw%3D%3D%26mid%3D2649440706%26idx%3D2%26sn%3Dde64564b5ff1bab02b88c9e11f6f1342&share_menu=1&sinainternalbrowser=topnav&mid=4182034198858151&luicode=10000011&lfid=1076031211441627&u=http%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMjM5OTI3NDczMw%3D%3D%26mid%3D2649440706%26idx%3D2%26sn%3Dde64564b5ff1bab02b88c9e11f6f1342"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">北图寻人启事丿寻找七年前的使</span></a> ",37,81,1573.0
4181950000000000.0,2017-12-06,"本周日下午沈阿<a href='/n/北方图书埿>@北方图书埿/a> 地王店见＿span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>?? <a href='/n/东北新闻罿>@东北新闻罿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> @六小龄童图书签名庿a data-url=""http://t.cn/RYuqLiA"" href=""https://media.weibo.cn/article?object_id=1022%3A2309351001704181945184614333&extparam=lmid--4181945166887774&luicode=10000011&lfid=1076031211441627&id=2309351001704181945184614333"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png'></span><span class=""surl-text"">六小龄童本周日做客北方图书城——俺老孙来也＿/span></a> ",33,120,1356.0
4181720000000000.0,2017-12-05,"<a href='/n/扬子晚报'>@扬子晚报</a> ：中国大晚报<span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span>?? <a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a>  <a data-url=""http://t.cn/RYEFBsv"" href=""https://media.weibo.cn/article?object_id=1022%3A2309351000174181715378646809&extparam=lmid--4181715360613159&luicode=10000011&lfid=1076031211441627&id=2309351000174181715378646809"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png'></span><span class=""surl-text"">六小龄童走进苏州善耕实小畅谈“西游文化?/span></a> ",24,91,1633.0
4181670000000000.0,2017-12-05,"<span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[作揖]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-38716bd05f.png"" style=""width:1em; height:1em;""/></span>??",36,151,2253.0
4181640000000000.0,2017-12-05,"孩子们送我自己手绘的孙悟空图像书签<span class=""url-icon""><img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-316a1a3ed5.png"" style=""width:1em; height:1em;""/></span>谢谢南京师范大学附属石湖实验小学的近二千名师生今天下午与我一起共话玄奘大师??、西游文化…?span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> ",54,224,2798.0
4181630000000000.0,2017-12-05,"<span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span>",24,67,1561.0
4181570000000000.0,2017-12-05,????????????,81,181,3149.0
4181560000000000.0,2017-12-05,"“大师伴我行”公益讲座今天上午走进江苏省苏州市善耕实验小学，丿000多名师生共话“西游”！<span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> ",30,113,1678.0
4181510000000000.0,2017-12-05,"今天是第32丿<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26q%3D%23%E5%9B%BD%E9%99%85%E5%BF%97%E6%84%BF%E8%80%85%E6%97%A5%23%26t%3D10&isnewpage=1&luicode=10000011&lfid=1076031211441627"" data-hide=""""><span class=""surl-text"">#国际志愿者日#</span></a> ，作丿<a href='/n/北京大学人民医院'>@北京大学人民医院</a> 的医务志愿者，我在从艺之余愿与大家在适当的时候、合适的条件下可以去尝试做志愿者，汇聚爱心和智慧，传递社会正能量，同时也向无数无私奉献的志愿者致敬、感谢！ ",56,158,2883.0
4181300000000000.0,2017-12-04,"我的出生地上浿span class=""url-icon""><img alt=""[嘻嘻]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em; height:1em;""/></span>西游文化进校囿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[拳头]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-ba097f8ec2.png"" style=""width:1em; height:1em;""/></span><a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a>  <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> <a data-url=""http://t.cn/RYHtx37"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked33b7d0cc?url=http%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMzU3MzAzNjEwOQ%3D%3D%26mid%3D2247483745%26idx%3D1%26sn%3D58b39683bb2152cdf63b0491304e6b16&share_menu=1&sinainternalbrowser=topnav&mid=4181297188388209&luicode=10000011&lfid=1076031211441627&u=http%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMzU3MzAzNjEwOQ%3D%3D%26mid%3D2247483745%26idx%3D1%26sn%3D58b39683bb2152cdf63b0491304e6b16"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">俺老孙来也——六小龄童校园行，却引来一波“大孩子”的回忆杀</span></a> ",24,97,2130.0
4181290000000000.0,2017-12-04,"王崇秋老师发布的这三段拍摄花絮视频我也是第一次看到，谢谢王老师让我再次重温亿9年前拍摄的情景?a data-url=""http://t.cn/RYWR4N9"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockedf9d8e16b?url=http%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMzIwNTg1MTg0Ng%3D%3D%26mid%3D2247484114%26idx%3D1%26sn%3Dd1c4fc98b245659fc0a0cc83b9dd7b10&share_menu=1&sinainternalbrowser=topnav&mid=4181288355595304&luicode=10000011&lfid=1076031211441627&u=http%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMzIwNTg1MTg0Ng%3D%3D%26mid%3D2247484114%26idx%3D1%26sn%3Dd1c4fc98b245659fc0a0cc83b9dd7b10"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">你从未看过的西游记续集吊威亚拍摄花絮</span></a>",233,379,5590.0
4181280000000000.0,2017-12-04,"“西游文化进校园”公益讲座今天下午在上海的上南实验小学顺利举衿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> <a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> ",25,71,1644.0
4181200000000000.0,2017-12-04,"上海首站新虹桥小学：“大师伴我行”！西游文化进校园公益讲座圆满顺利举衿span class=""url-icon""><img alt=""[good]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[握手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-9ec25c8391.png"" style=""width:1em; height:1em;""/></span><span class=""url-icon""><img alt=""[耶]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ye-4ef8705b08.png"" style=""width:1em; height:1em;""/></span><a href='/n/贰零壹陆影视传媒'>@贰零壹陆影视传媒</a> <a href='/n/儒意影业'>@儒意影业</a> <a href='/n/行走的禅文化'>@行走的禅文化</a> <a href='/n/一品行的微卿>@一品行的微卿/a> <a href='/n/六小龄童图书签名庿>@六小龄童图书签名庿/a> ",41,136,2032.0
